row_key,week_open_utc,pair,candidate_b_side,session_id,session_label,range_start_utc,range_end_utc,entry_start_utc,entry_end_utc,session_range_adr,entry_path_efficiency,entry_range_adr,range_ratio_pair,efficiency_bucket,range_floor_adr,range_condition_pass,range_expansion_bucket,geometry_regime,geometry_harvestable_candidate,adaptive_spacing_formula_id,adaptive_spacing_raw_adr,adaptive_spacing_adr,adaptive_spacing_range_floor_adr,adaptive_range_condition_pass,adaptive_signal_adr_brick,adaptive_spacing_tradability_pass,trigger_candidates,long_trigger_candidates,short_trigger_candidates,content_hash
2022-01-10T00:00:00.000Z|GBPJPY|ny|2022-01-10,2022-01-10T00:00:00.000Z,GBPJPY,LONG,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.954478,0.014784,0.506531,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.318159,0.3,0.9,true,0.075,,0,0,0,918D059D4EC6ED8B97FEB9E87B96866CE313BC23C1253D89BF2833BF54442800
2022-01-10T00:00:00.000Z|GBPJPY|asia_london|2022-01-11,2022-01-10T00:00:00.000Z,GBPJPY,LONG,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,0.506531,0.021863,0.646233,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.168844,0.2,0.6,false,0.05,,0,0,0,1424509B07D9FB88A73845F1510C57F435EA621C51D67FC83059899600958461
2022-01-10T00:00:00.000Z|GBPJPY|ny|2022-01-11,2022-01-10T00:00:00.000Z,GBPJPY,LONG,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.646233,0.047189,0.504729,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.215411,0.215411,0.646233,true,0.053853,,0,0,0,10F52D3781818A1DAE9A3BDBEF7785CE3C37EA01944B4400941FBD4778DC352A
2022-01-10T00:00:00.000Z|GBPJPY|asia_london|2022-01-12,2022-01-10T00:00:00.000Z,GBPJPY,LONG,asia_london|2022-01-12,ASIA_LONDON,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,0.504729,0.020095,0.345198,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.168243,0.2,0.6,false,0.05,,0,0,0,E382339ED471F3B37C7979936950308F616E608A224A02011788806724CA7A70
2022-01-10T00:00:00.000Z|GBPJPY|ny|2022-01-12,2022-01-10T00:00:00.000Z,GBPJPY,LONG,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.345198,0.046924,0.855335,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.115066,0.2,0.6,false,0.05,,0,0,0,84556E86BDE628C53D6377001992EBF9763CB30D83935796E7B0029580002500
2022-01-10T00:00:00.000Z|GBPJPY|asia_london|2022-01-13,2022-01-10T00:00:00.000Z,GBPJPY,LONG,asia_london|2022-01-13,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,0.855335,0.032042,0.58224,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.285112,0.285112,0.855335,true,0.071278,,0,0,0,3BC0D4F9524215C36C2DD607A81768644DEDE77D9D4E46B2EFC8DF21AD6F1AC7
2022-01-10T00:00:00.000Z|GBPJPY|ny|2022-01-13,2022-01-10T00:00:00.000Z,GBPJPY,LONG,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.58224,0.05778,0.74808,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.19408,0.2,0.6,false,0.05,,1,1,0,6EA7867916756144B0D4FD1226B2EDB10D1CDAB09A55721129D96B16AFFB521D
2022-01-10T00:00:00.000Z|GBPJPY|asia_london|2022-01-14,2022-01-10T00:00:00.000Z,GBPJPY,LONG,asia_london|2022-01-14,ASIA_LONDON,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,0.74808,0.049386,0.645331,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.24936,0.24936,0.74808,true,0.06234,,0,0,0,59568B9149F0307E50ED731F54CD8742BC2BF91E9662F3EABFBE95FAF1D269CA
2022-01-10T00:00:00.000Z|GBPJPY|ny|2022-01-14,2022-01-10T00:00:00.000Z,GBPJPY,LONG,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.645331,0.038091,0.432624,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.21511,0.21511,0.645331,true,0.053778,,3,3,0,FEABAF1DC700DDB520B7A7B8F145337E03C7BD0F262346C112E607CC0FEDC85E
2022-01-10T00:00:00.000Z|GBPNZD|ny|2022-01-10,2022-01-10T00:00:00.000Z,GBPNZD,LONG,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.572483,0.002216,0.458176,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.190828,0.2,0.6,false,0.05,,4,0,4,6E74B6B5C258F3B7263A4692C66C1D99F55146C3CEA39E60895B5D1CC41DA279
2022-01-10T00:00:00.000Z|GBPNZD|asia_london|2022-01-11,2022-01-10T00:00:00.000Z,GBPNZD,LONG,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,0.458176,0.016407,0.591377,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.152725,0.2,0.6,false,0.05,,0,0,0,A0891C00A0EC1A5E81A4A4AAB8F82BB592380EE477C7B3EF8CBCEEE9BAF9DE5B
2022-01-10T00:00:00.000Z|GBPNZD|ny|2022-01-11,2022-01-10T00:00:00.000Z,GBPNZD,LONG,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.591377,0.004901,0.703796,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.197126,0.2,0.6,false,0.05,,1,0,1,C18CE510C8179722DFFD3A0CA1FB7188D6310C2A105EB58F61F7B69655FC03CF
2022-01-10T00:00:00.000Z|GBPNZD|asia_london|2022-01-12,2022-01-10T00:00:00.000Z,GBPNZD,LONG,asia_london|2022-01-12,ASIA_LONDON,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,0.703796,0.018747,0.547922,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.234599,0.234599,0.703796,true,0.05865,,0,0,0,9EC1994863C13374A78F971A6DFB2EF721C24F597F6AAF1CDAB08EF90E9F71EB
2022-01-10T00:00:00.000Z|GBPNZD|ny|2022-01-12,2022-01-10T00:00:00.000Z,GBPNZD,LONG,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.547922,0.134195,1.354689,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.182641,0.2,0.6,false,0.05,,3,2,1,8B45FB3A716FA5F33D63D1D3A104B4B8FC156D5BE78B5CE573F17D24B7466B55
2022-01-10T00:00:00.000Z|GBPNZD|asia_london|2022-01-13,2022-01-10T00:00:00.000Z,GBPNZD,LONG,asia_london|2022-01-13,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,1.354689,0.048392,0.753864,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.451563,0.3,0.9,true,0.075,,0,0,0,2CC015AAD4F5E944F8C1405F43D82A3B303CDFAE7EEFBA11C8AB2DEC413C9341
2022-01-10T00:00:00.000Z|GBPNZD|ny|2022-01-13,2022-01-10T00:00:00.000Z,GBPNZD,LONG,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.753864,0.0185,0.379766,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.251288,0.251288,0.753864,true,0.062822,,2,2,0,6BC7E5E3EFA5D6C7D1AC777AEF74E412D2862CEAF2535D99478D1A1F9DE52DBE
2022-01-10T00:00:00.000Z|GBPNZD|asia_london|2022-01-14,2022-01-10T00:00:00.000Z,GBPNZD,LONG,asia_london|2022-01-14,ASIA_LONDON,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,0.379766,0.049431,0.701907,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.126589,0.2,0.6,false,0.05,,0,0,0,CC5323540F4FB62EFC07947429613351CE3F218418461BE7462CF7864F7B14C4
2022-01-10T00:00:00.000Z|GBPNZD|ny|2022-01-14,2022-01-10T00:00:00.000Z,GBPNZD,LONG,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.701907,0.019728,0.466678,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.233969,0.233969,0.701907,true,0.058492,,0,0,0,16C4B50E452F46524AA137B4C30FF1C0692DA7C6DAFE8A76AB9DE9513F5155AC
2022-01-10T00:00:00.000Z|GBPUSD|ny|2022-01-10,2022-01-10T00:00:00.000Z,GBPUSD,SHORT,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.50019,0.020877,0.616306,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.16673,0.2,0.6,false,0.05,,2,2,0,197244040B0CAB9147408FF3724A5F4F73F01E76144B2BE00783D4D43B322364
2022-01-10T00:00:00.000Z|GBPUSD|asia_london|2022-01-11,2022-01-10T00:00:00.000Z,GBPUSD,SHORT,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,0.616306,0.006412,0.580578,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.205435,0.205435,0.616306,true,0.051359,,0,0,0,5CC004C5FCEA41404772D7426369097DAFA3C06161ACA8B1C947419C2EBFA537
2022-01-10T00:00:00.000Z|GBPUSD|ny|2022-01-11,2022-01-10T00:00:00.000Z,GBPUSD,SHORT,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.580578,0.096167,0.907232,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.193526,0.2,0.6,false,0.05,,0,0,0,4D0F70381911FA8D462D261AB985F10696FE363517E63F993A7C357B7EF25855
2022-01-10T00:00:00.000Z|GBPUSD|asia_london|2022-01-12,2022-01-10T00:00:00.000Z,GBPUSD,SHORT,asia_london|2022-01-12,ASIA_LONDON,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,0.907232,0.004647,0.32155,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.302411,0.3,0.9,true,0.075,,0,0,0,0187CBE93E41EDE8114A19DB4B7577F2B98160E8A5B209F2222E2BDA2C5F3920
2022-01-10T00:00:00.000Z|GBPUSD|ny|2022-01-12,2022-01-10T00:00:00.000Z,GBPUSD,SHORT,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.32155,0.126297,1.008035,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.107183,0.2,0.6,false,0.05,,1,0,1,2C1716B3E62A774B024886A8AF81D3B3234A7B9A748F8ED9C5B0A43B49F9E0BE
2022-01-10T00:00:00.000Z|GBPUSD|asia_london|2022-01-13,2022-01-10T00:00:00.000Z,GBPUSD,SHORT,asia_london|2022-01-13,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,1.008035,0.012072,0.566541,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.336012,0.3,0.9,true,0.075,,0,0,0,3201813A9D48A5CECA127CB3220454F2F02CA7C1E3042A73DA8F464430C2CDFD
2022-01-10T00:00:00.000Z|GBPUSD|ny|2022-01-13,2022-01-10T00:00:00.000Z,GBPUSD,SHORT,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.566541,0.023962,0.609925,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.188847,0.2,0.6,false,0.05,,0,0,0,909692B8B61475BCFE126A44BDC64BA59E2B67453BF81B148AE77C951B841EEC
2022-01-10T00:00:00.000Z|GBPUSD|asia_london|2022-01-14,2022-01-10T00:00:00.000Z,GBPUSD,SHORT,asia_london|2022-01-14,ASIA_LONDON,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,0.609925,0.006455,0.483602,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.203308,0.203308,0.609925,true,0.050827,,0,0,0,C73F71ED9922F38A6E3A00D575EF64CC36282C6B27F426995EA3BE8F3D07DFA9
2022-01-10T00:00:00.000Z|GBPUSD|ny|2022-01-14,2022-01-10T00:00:00.000Z,GBPUSD,SHORT,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.483602,0.071467,0.629065,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.161201,0.2,0.6,false,0.05,,0,0,0,9EDF79720ED5F51B8E6C936E36272504BF2D0C46468D8B3DA844EBAE38391C1F
2022-01-10T00:00:00.000Z|NZDCAD|ny|2022-01-10,2022-01-10T00:00:00.000Z,NZDCAD,SHORT,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.531881,0.046694,0.704073,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.177294,0.2,0.6,false,0.05,,0,0,0,0E544FDFE68909ED0574058FEE24725C422C9E04217CE8327B9761AD14B371B8
2022-01-10T00:00:00.000Z|NZDCAD|asia_london|2022-01-11,2022-01-10T00:00:00.000Z,NZDCAD,SHORT,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,0.704073,0.059322,0.68494,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.234691,0.234691,0.704073,true,0.058673,,0,0,0,4EACDCF3C8F5477733B860C218195D4D207FBBBACAD6D1EF0CEC44E630B52CE8
2022-01-10T00:00:00.000Z|NZDCAD|ny|2022-01-11,2022-01-10T00:00:00.000Z,NZDCAD,SHORT,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.68494,0.018429,0.470657,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.228313,0.228313,0.68494,true,0.057078,,0,0,0,15F199689C838024F4A3BB0BFC7FDEEA1B173507DDC2E2913C77A6BF6473316D
2022-01-10T00:00:00.000Z|NZDCAD|asia_london|2022-01-12,2022-01-10T00:00:00.000Z,NZDCAD,SHORT,asia_london|2022-01-12,ASIA_LONDON,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,0.470657,0.05904,0.704073,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.156886,0.2,0.6,false,0.05,,0,0,0,994DE87D5F9103DD9A0FC4694598B12E709D54D78D18B7FFE413AD179CA1490A
2022-01-10T00:00:00.000Z|NZDCAD|ny|2022-01-12,2022-01-10T00:00:00.000Z,NZDCAD,SHORT,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.704073,0.159838,1.498066,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.234691,0.234691,0.704073,true,0.058673,,0,0,0,F1D66197E4E52438F97735CBE1596FB5E5F849B9A4E10D4B2A216A07ECBDBD55
2022-01-10T00:00:00.000Z|NZDCAD|asia_london|2022-01-13,2022-01-10T00:00:00.000Z,NZDCAD,SHORT,asia_london|2022-01-13,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,1.498066,0.038716,0.673461,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.499355,0.3,0.9,true,0.075,,0,0,0,1DFB4D1308EF3BCA6C7FA558B9D69C8FA91A1FA40833DFB62871AEA181021DB1
2022-01-10T00:00:00.000Z|NZDCAD|ny|2022-01-13,2022-01-10T00:00:00.000Z,NZDCAD,SHORT,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.673461,0.020865,0.424739,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.224487,0.224487,0.673461,true,0.056122,,0,0,0,BBCC676857E1A70E3EBAF6DD6A1FF0F72495B89C99ED331E231874FF1A32C9CB
2022-01-10T00:00:00.000Z|NZDCAD|asia_london|2022-01-14,2022-01-10T00:00:00.000Z,NZDCAD,SHORT,asia_london|2022-01-14,ASIA_LONDON,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,0.424739,0.049395,0.76147,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.14158,0.2,0.6,false,0.05,,0,0,0,8AE8223F1C0A875066C4857F79F01A48E363D2DC4E32D26F9B693E51FAB3140F
2022-01-10T00:00:00.000Z|NZDCAD|ny|2022-01-14,2022-01-10T00:00:00.000Z,NZDCAD,SHORT,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.76147,0.010298,0.315685,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.253823,0.253823,0.76147,true,0.063456,,1,1,0,1181049EDD7F8854F35C37B806D14E36C5A294EE71896B7DD38660F88FCC8B75
2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-10,2022-01-10T00:00:00.000Z,NZDCHF,LONG,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.714191,0.086393,1.053363,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.238064,0.238064,0.714191,true,0.059516,,3,0,3,0E0C05DB1FA063D4727CD6E5D74B73D9BD40AB5F6EDE01CBDD91AB4ED57023E1
2022-01-10T00:00:00.000Z|NZDCHF|asia_london|2022-01-11,2022-01-10T00:00:00.000Z,NZDCHF,LONG,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,1.053363,0.027997,0.576316,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.351121,0.3,0.9,true,0.075,,0,0,0,92F70F37BE020B8BAF89954CFFA0CA0E0468CA17F9AF8E2D72648097F3237198
2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-11,2022-01-10T00:00:00.000Z,NZDCHF,LONG,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.576316,0.021545,0.694888,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.192105,0.2,0.6,false,0.05,,2,2,0,03865C0C10B0163C8AE70FB8022ECC758E434568A874CAC9FD2AF6AF0BECE584
2022-01-10T00:00:00.000Z|NZDCHF|asia_london|2022-01-12,2022-01-10T00:00:00.000Z,NZDCHF,LONG,asia_london|2022-01-12,ASIA_LONDON,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,0.694888,0.025739,0.722464,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.231629,0.231629,0.694888,true,0.057907,,0,0,0,526904CF3FF629E8C6912D67C61C2FF95654B1F1027AF16DBA5622738AF097B9
2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-12,2022-01-10T00:00:00.000Z,NZDCHF,LONG,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.722464,0.036416,0.85758,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.240821,0.240821,0.722464,true,0.060205,,1,1,0,2A60C741D5F7F1DF1CA702169BD2EACE09FD19549ABBBBA982C5503DC9B38DEB
2022-01-10T00:00:00.000Z|NZDCHF|asia_london|2022-01-13,2022-01-10T00:00:00.000Z,NZDCHF,LONG,asia_london|2022-01-13,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,0.85758,0.022855,0.76934,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.28586,0.28586,0.85758,true,0.071465,,0,0,0,C9E884CC9D741714C60E9055FDA9ECAF55407EF2BDFE6736452CCCD1A17D5B01
2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-13,2022-01-10T00:00:00.000Z,NZDCHF,LONG,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.76934,0.05053,0.653526,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.256447,0.256447,0.76934,true,0.064112,,0,0,0,DDA3792871F8AC255DF229711F979F235CB8EE5372E62CF3814FB629309BC38C
2022-01-10T00:00:00.000Z|NZDCHF|asia_london|2022-01-14,2022-01-10T00:00:00.000Z,NZDCHF,LONG,asia_london|2022-01-14,ASIA_LONDON,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,0.653526,0.041702,0.739009,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.217842,0.217842,0.653526,true,0.05446,,0,0,0,C79FC51192AEABB34F828B047B65E1A7B9B3CF3E1BC6757B12665F5A2C41C76C
2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-14,2022-01-10T00:00:00.000Z,NZDCHF,LONG,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.739009,0.056645,0.435684,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.246336,0.246336,0.739009,true,0.061584,,2,2,0,09804D33A5CD284B4DD55191A03A72BF448CE6B05B5CE93AC6AC3986A5EBED9E
2022-01-10T00:00:00.000Z|NZDJPY|ny|2022-01-10,2022-01-10T00:00:00.000Z,NZDJPY,LONG,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.980703,0.01367,0.574286,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.326901,0.3,0.9,true,0.075,,0,0,0,81E14BCE3F2D7399CB670B0FABD1A3AEEE64310D273F1681E00EF28B73A1A6F9
2022-01-10T00:00:00.000Z|NZDJPY|asia_london|2022-01-11,2022-01-10T00:00:00.000Z,NZDJPY,LONG,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,0.574286,0.005901,0.55367,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.191429,0.2,0.6,false,0.05,,1,0,1,65185382305DFC1B41F2C3935A66B394317229F56B083E92FBD0FE890F8B5379
2022-01-10T00:00:00.000Z|NZDJPY|ny|2022-01-11,2022-01-10T00:00:00.000Z,NZDJPY,LONG,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.55367,0.041953,0.650857,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.184557,0.2,0.6,false,0.05,,0,0,0,08DC9C74140198941C09143BC9FE8123F8C91734EF60F92837AEF340BBEF96F2
