week_start,week_end,decision_asof,pair,candidate_b_direction,realized_pair_return_this_week,realized_pair_return_next_week,candidate_b_correct_this_week,candidate_b_correct_next_week,was_jpy_pair,was_usd_pair,stress_notes,revma_deposit_load_pct,revma_equity_dd_pct,revma_managed_positions,revma_open_grids,revma_pair_floating_pnl,revma_currency_exposure,candidate_b_aligned_with_revma_inventory,candidate_b_opposed_revma_inventory,candidate_b_would_have_blocked_or_warned
2024-08-25,2024-09-01,2024-08-25,AUDCAD,CAD over AUD,0.439764,1.256269,true,true,false,false,candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,true
2024-08-25,2024-09-01,2024-08-25,AUDCHF,CHF over AUD,-0.101735,2.465264,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,AUDJPY,JPY over AUD,-0.884215,3.744195,false,true,true,false,candidate_b_jpy_strength;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,AUDNZD,NZD over AUD,1.076432,0.56545,true,true,false,false,candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,true
2024-08-25,2024-09-01,2024-08-25,AUDUSD,USD over AUD,0.055593,1.438731,true,true,false,true,candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,true
2024-08-25,2024-09-01,2024-08-25,CADCHF,CHF over CAD,-0.551359,2.067891,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,CADJPY,CAD over JPY,1.113156,-2.869945,true,false,true,false,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,true
2024-08-25,2024-09-01,2024-08-25,CHFJPY,JPY over CHF,-1.12909,2.185389,false,true,true,false,candidate_b_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,true
2024-08-25,2024-09-01,2024-08-25,EURAUD,AUD over EUR,1.719068,-3.014352,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,EURCAD,EUR over CAD,-2.834154,1.972677,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,EURCHF,CHF over EUR,1.808347,0.808047,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,EURGBP,EUR over GBP,-1.287057,0.789121,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,EURJPY,JPY over EUR,-0.065953,2.525974,false,true,true,false,candidate_b_jpy_strength;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,EURNZD,EUR over NZD,-2.225343,2.100134,false,true,false,false,candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,true
2024-08-25,2024-09-01,2024-08-25,EURUSD,EUR over USD,-1.736839,0.906095,false,true,false,true,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,GBPAUD,AUD over GBP,0.911536,-2.422509,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,GBPCAD,CAD over GBP,1.620342,-1.288646,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,GBPCHF,CHF over GBP,0.595984,1.163417,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,GBPJPY,JPY over GBP,-0.534522,2.678447,false,true,true,false,candidate_b_jpy_strength;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,GBPNZD,NZD over GBP,1.577257,-1.733793,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,GBPUSD,USD over GBP,0.858881,-0.363806,true,false,false,true,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,NZDCAD,NZD over CAD,0.380116,-0.642945,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,NZDCHF,CHF over NZD,-0.768354,2.532114,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,NZDJPY,NZD over JPY,1.44237,-3.652831,true,false,true,false,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,true
2024-08-25,2024-09-01,2024-08-25,NZDUSD,NZD over USD,0.521193,-0.922762,true,false,false,true,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,USDCAD,CAD over USD,0.578697,-0.977525,true,false,false,true,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,USDCHF,CHF over USD,-0.188914,1.324177,false,true,false,true,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-08-25,2024-09-01,2024-08-25,USDJPY,USD over JPY,0.858571,-2.334196,true,false,true,true,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,true
2024-09-01,2024-09-08,2024-09-01,AUDCAD,AUD over CAD,-1.256269,1.403463,false,true,false,false,candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,true
2024-09-01,2024-09-08,2024-09-01,AUDCHF,CHF over AUD,2.465264,-1.177667,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,AUDJPY,JPY over AUD,3.744195,0.492579,true,true,true,false,candidate_b_jpy_strength;this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,AUDNZD,NZD over AUD,0.56545,-1.338536,true,false,false,false,candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,true
2024-09-01,2024-09-08,2024-09-01,AUDUSD,USD over AUD,1.438731,-0.837793,true,false,false,true,candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,true
2024-09-01,2024-09-08,2024-09-01,CADCHF,CHF over CAD,2.067891,-0.413694,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,CADJPY,CAD over JPY,-2.869945,-1.194801,false,false,true,false,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,true
2024-09-01,2024-09-08,2024-09-01,CHFJPY,CHF over JPY,-2.185389,-2.187838,false,false,true,false,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,true
2024-09-01,2024-09-08,2024-09-01,EURAUD,AUD over EUR,-3.014352,1.037753,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,EURCAD,EUR over CAD,1.972677,0.283228,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,EURCHF,CHF over EUR,0.808047,-0.8232,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,EURGBP,EUR over GBP,0.789121,-0.485359,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,EURJPY,JPY over EUR,2.525974,1.317594,true,true,true,false,candidate_b_jpy_strength;this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,EURNZD,EUR over NZD,2.100134,0.107906,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,EURUSD,EUR over USD,0.906095,0.046125,true,true,false,true,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,GBPAUD,AUD over GBP,-2.422509,0.910187,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,GBPCAD,CAD over GBP,-1.288646,-0.657037,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,GBPCHF,CHF over GBP,1.163417,-0.924637,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,GBPJPY,JPY over GBP,2.678447,1.114757,true,true,true,false,candidate_b_jpy_strength;this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,GBPNZD,NZD over GBP,-1.733793,-0.391297,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,GBPUSD,USD over GBP,-0.363806,-0.290928,false,false,false,true,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,NZDCAD,NZD over CAD,-0.642945,0.099107,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,NZDCHF,CHF over NZD,2.532114,-0.466188,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,NZDJPY,NZD over JPY,-3.652831,-1.172866,false,false,true,false,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,true
2024-09-01,2024-09-08,2024-09-01,NZDUSD,NZD over USD,-0.922762,-0.058272,false,false,false,true,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,USDCAD,CAD over USD,-0.977525,-0.298956,false,false,false,true,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,USDCHF,CHF over USD,1.324177,-0.570027,true,false,false,true,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-01,2024-09-08,2024-09-01,USDJPY,JPY over USD,2.334196,1.142341,true,true,true,true,candidate_b_jpy_strength;this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,AUDCAD,CAD over AUD,-1.403463,-1.776853,false,false,false,false,candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,true
2024-09-08,2024-09-15,2024-09-08,AUDCHF,CHF over AUD,-1.177667,-1.435704,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,AUDJPY,JPY over AUD,0.492579,-2.657724,true,false,true,false,candidate_b_jpy_strength;this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,AUDNZD,AUD over NZD,1.338536,0.551396,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,AUDUSD,AUD over USD,0.837793,1.385855,true,true,false,true,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,CADCHF,CHF over CAD,-0.413694,-0.331415,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,CADJPY,CAD over JPY,-1.194801,1.977274,false,true,true,false,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,true
2024-09-08,2024-09-15,2024-09-08,CHFJPY,CHF over JPY,-2.187838,2.728424,false,true,true,false,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,true
2024-09-08,2024-09-15,2024-09-08,EURAUD,AUD over EUR,1.037753,1.079589,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,EURCAD,EUR over CAD,0.283228,0.976096,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,EURCHF,CHF over EUR,-0.8232,-1.40102,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,EURGBP,EUR over GBP,-0.485359,-1.97807,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,EURJPY,JPY over EUR,1.317594,-3.014335,true,false,true,false,candidate_b_jpy_strength;this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,EURNZD,EUR over NZD,0.107906,-0.728292,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,EURUSD,EUR over USD,0.046125,1.0352,true,true,false,true,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,GBPAUD,AUD over GBP,0.910187,0.139748,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,GBPCAD,CAD over GBP,-0.657037,-2.073023,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,GBPCHF,CHF over GBP,-0.924637,-2.019993,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,GBPJPY,JPY over GBP,1.114757,-3.133835,true,false,true,false,candidate_b_jpy_strength;this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,GBPNZD,NZD over GBP,-0.391297,-0.323846,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,GBPUSD,USD over GBP,-0.290928,-1.834468,false,false,false,true,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,NZDCAD,NZD over CAD,0.099107,1.278993,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,NZDCHF,CHF over NZD,-0.466188,-1.389346,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,NZDJPY,JPY over NZD,1.172866,-2.723754,true,false,true,false,candidate_b_jpy_strength;this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,NZDUSD,NZD over USD,-0.058272,1.076912,false,true,false,true,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,USDCAD,CAD over USD,-0.298956,0.06471,false,true,false,true,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,USDCHF,CHF over USD,-0.570027,-0.338312,false,false,false,true,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-08,2024-09-15,2024-09-08,USDJPY,USD over JPY,-1.142341,2.127022,false,true,true,true,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,true
2024-09-15,2024-09-22,2024-09-15,AUDCAD,AUD over CAD,1.776853,1.905343,true,true,false,false,candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,true
2024-09-15,2024-09-22,2024-09-15,AUDCHF,CHF over AUD,-1.435704,-0.770426,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,AUDJPY,JPY over AUD,-2.657724,-0.66457,false,false,true,false,candidate_b_jpy_strength;this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,AUDNZD,AUD over NZD,0.551396,-0.718553,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,AUDUSD,AUD over USD,1.385855,2.168083,true,true,false,true,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,CADCHF,CHF over CAD,-0.331415,0.63504,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,CADJPY,CAD over JPY,1.977274,-0.192782,true,false,true,false,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,true
2024-09-15,2024-09-22,2024-09-15,CHFJPY,CHF over JPY,2.728424,0.274464,true,true,true,false,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,true
2024-09-15,2024-09-22,2024-09-15,EURAUD,AUD over EUR,1.079589,2.683632,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,EURCAD,EUR over CAD,0.976096,-0.946431,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,EURCHF,CHF over EUR,-1.40102,1.524665,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,EURGBP,EUR over GBP,-1.97807,-1.33687,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,EURJPY,JPY over EUR,-3.014335,0.592837,false,true,true,false,candidate_b_jpy_strength;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,EURNZD,EUR over NZD,-0.728292,-3.173556,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,EURUSD,EUR over USD,1.0352,0.313414,true,true,false,true,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,GBPAUD,AUD over GBP,0.139748,1.988598,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,GBPCAD,CAD over GBP,-2.073023,-0.189206,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,GBPCHF,CHF over GBP,-2.019993,0.546948,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,GBPJPY,JPY over GBP,-3.133835,0.112409,false,true,true,false,candidate_b_jpy_strength;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,GBPNZD,NZD over GBP,-0.323846,2.802007,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,GBPUSD,USD over GBP,-1.834468,-0.972763,false,false,false,true,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,NZDCAD,NZD over CAD,1.278993,2.143756,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,NZDCHF,CHF over NZD,-1.389346,-1.283238,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,NZDJPY,JPY over NZD,-2.723754,-0.937088,false,false,true,false,candidate_b_jpy_strength;this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,NZDUSD,NZD over USD,1.076912,2.357159,true,true,false,true,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,USDCAD,CAD over USD,0.06471,1.358544,true,true,false,true,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,USDCHF,CHF over USD,-0.338312,1.428499,false,true,false,true,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-15,2024-09-22,2024-09-15,USDJPY,JPY over USD,-2.127022,0.66732,false,true,true,true,candidate_b_jpy_strength;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,AUDCAD,CAD over AUD,-1.905343,1.766726,false,true,false,false,candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,true
2024-09-22,2024-09-29,2024-09-22,AUDCHF,CHF over AUD,-0.770426,-0.348478,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,AUDJPY,JPY over AUD,-0.66457,-1.495966,false,false,true,false,candidate_b_jpy_strength;this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,AUDNZD,AUD over NZD,-0.718553,2.775135,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,AUDUSD,USD over AUD,-2.168083,1.735028,false,true,false,true,candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,true
2024-09-22,2024-09-29,2024-09-22,CADCHF,CHF over CAD,0.63504,-2.082457,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,CADJPY,CAD over JPY,-0.192782,2.438118,false,true,true,false,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,true
2024-09-22,2024-09-29,2024-09-22,CHFJPY,CHF over JPY,0.274464,1.846851,true,true,true,false,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,true
2024-09-22,2024-09-29,2024-09-22,EURAUD,AUD over EUR,2.683632,0.099062,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,EURCAD,EUR over CAD,-0.946431,-2.645469,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,EURCHF,CHF over EUR,1.524665,-0.343742,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,EURGBP,EUR over GBP,-1.33687,0.528296,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,EURJPY,JPY over EUR,0.592837,-1.520449,true,false,true,false,candidate_b_jpy_strength;this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,EURNZD,EUR over NZD,-3.173556,1.470255,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,EURUSD,EUR over USD,0.313414,-2.567619,true,false,false,true,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,GBPAUD,AUD over GBP,1.988598,0.519454,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,GBPCAD,CAD over GBP,-0.189206,2.902761,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,GBPCHF,CHF over GBP,0.546948,0.001187,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,GBPJPY,JPY over GBP,0.112409,-1.343654,true,false,true,false,candidate_b_jpy_strength;this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,GBPNZD,NZD over GBP,2.802007,-1.44606,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,GBPUSD,USD over GBP,-0.972763,2.591262,false,true,false,true,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,NZDCAD,CAD over NZD,-2.143756,3.072385,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,NZDCHF,CHF over NZD,-1.283238,1.097178,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,NZDJPY,NZD over JPY,0.937088,0.682758,true,true,true,false,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,true
2024-09-22,2024-09-29,2024-09-22,NZDUSD,NZD over USD,2.357159,-2.644265,true,false,false,true,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,USDCAD,CAD over USD,1.358544,-0.950476,true,false,false,true,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,USDCHF,CHF over USD,1.428499,-2.471518,true,false,false,true,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-22,2024-09-29,2024-09-22,USDJPY,USD over JPY,-0.66732,2.617459,false,true,true,true,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,true
2024-09-29,2024-10-06,2024-09-29,AUDCAD,CAD over AUD,1.766726,-0.840267,true,false,false,false,candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,true
2024-09-29,2024-10-06,2024-09-29,AUDCHF,CHF over AUD,-0.348478,0.960798,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,AUDJPY,JPY over AUD,-1.495966,0.296494,false,true,true,false,candidate_b_jpy_strength;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
